mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_std_0,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,delta_0,delta_1,delta_2,delta_3,delta_4,delta_5,delta_6,delta_7,delta_8,delta_9,delta_10,delta_11,delta_12,label,file_path
-740.28735,42.78571,-1.3332545,30.489004,-2.682406,-7.829846,-6.657015,-10.826644,4.5813828,-5.2435555,-3.74018,3.1901374,-0.1972524,179.11665,56.37147,18.135439,35.530643,7.40956,10.049493,8.057003,12.400812,8.310624,13.281939,7.2780666,5.547419,4.4227567,4.107652,0.72766304,1.13971,1.0832216,-0.13200581,0.018579215,-0.19795695,0.122210875,-0.19380394,0.022460543,-0.7020061,-0.035505854,0.0648986,wake,dataset\wake\Yunus_Akinci_wake_1.wav
-342.8366,79.66447,-18.79774,28.014122,-15.938555,-31.26263,-4.370582,-9.111206,-11.646023,-10.147268,-4.522997,-4.4247656,-3.2632983,164.56837,68.93702,31.939533,39.185135,23.18256,29.297619,12.894384,11.417991,11.485721,11.538695,10.8028755,6.122592,6.0671277,11.818386,6.2449036,-1.3543416,-1.1030502,-2.383062,-0.43613315,0.29780743,-0.46152824,-0.39982712,0.0941782,0.7873906,-0.5139494,-0.066522144,wake,dataset\wake\yusuf_safa_kilic_wake_1.wav
-357.11447,74.250015,-19.0584,22.590282,-34.230167,-24.49554,-1.3845367,-14.180294,-11.843542,-6.3630323,-3.1393962,-7.5412736,-4.890266,168.20772,64.705345,29.052166,39.857952,28.90054,26.589865,10.48515,14.236443,11.089247,12.186628,7.149517,7.9484468,7.337778,11.85388,5.761887,-2.182324,-1.6131977,-2.1587062,0.25066936,0.019446932,-0.66725373,-0.24892533,0.6104387,-0.36079097,-0.81162256,0.013374899,wake,dataset\wake\yusuf_safa_kilic_wake_1.wav
-358.77136,81.87486,-16.984743,27.352177,-17.097366,-31.341429,-6.1082535,-9.551811,-14.742959,-9.718182,-4.766659,-5.5209203,-4.6330657,164.56984,64.38287,33.38553,36.388523,17.866535,29.298298,12.226285,10.2195635,11.835827,10.5805645,8.657453,6.988591,7.3489575,10.712963,3.3858402,0.5230213,0.5150621,-0.4733081,-0.22730985,-0.5741668,-0.36646032,-0.9178021,-0.2540143,-0.22405949,-0.6988056,-0.52488583,wake,dataset\wake\yusuf_safa_kilic_wake_1.wav
-385.40244,77.863304,-8.223177,28.94518,-12.677982,-22.163486,-25.346277,-7.3493156,1.3402019,-12.936202,-8.780728,-11.349156,-4.796133,121.76931,47.17473,16.28951,13.210879,6.1862783,16.915842,9.92122,9.144669,6.4719367,10.98522,5.7956724,7.8223534,5.3646064,2.1737132,3.2473216,0.6593079,1.1216768,0.09246991,-0.7356208,-0.32093665,-0.123481706,0.13705221,-0.07704805,-0.7080698,-0.26037765,-0.24063393,wake,dataset\wake\Yusuf_Selim_Yilmaz_wake_1.wav
-405.93707,78.02138,-9.004056,26.25021,-27.408203,-25.499454,-24.233368,2.3463373,-10.528906,-16.929329,-10.223794,-7.270622,-0.85648036,126.89372,47.18418,16.474363,11.547893,11.264421,16.500317,8.77442,8.194517,9.932294,10.667542,6.1518674,9.442377,4.4298625,2.553342,3.8306365,0.67390376,0.8591103,-0.63319844,-0.91386443,-0.1320535,0.030224431,0.030398443,-0.6741495,-0.6486642,-0.1504251,-0.33345574,wake,dataset\wake\Yusuf_Selim_Yilmaz_wake_1.wav
-395.5332,92.05179,-6.7993073,27.071884,-16.28365,-23.280415,-26.847153,-7.470725,-0.34143412,-14.027713,-8.085727,-11.018074,-3.955562,116.88841,53.447586,16.442741,14.546682,9.055087,17.596542,11.089498,9.128447,4.5977345,10.30262,7.3214684,8.323688,4.771209,4.0148973,4.6271725,0.30103642,-0.45232743,-0.7323631,-0.31344002,0.2224769,0.15840487,0.07257128,0.08580899,-0.048854165,0.15684056,0.07340754,wake,dataset\wake\Yusuf_Selim_Yilmaz_wake_1.wav
-315.23178,94.64198,-1.2851672,24.59425,-1.6703503,-8.725789,-23.924673,-12.97731,-2.3813868,-10.493925,-5.645745,2.4632006,-13.170143,154.04016,61.94852,34.46755,28.938774,20.309767,12.171489,15.192944,13.921209,14.128412,10.808178,11.439491,9.710353,12.415688,6.5012727,4.493724,-0.7588524,1.2261376,-0.3471489,0.01358445,-0.75463617,-0.47722077,0.63242984,-0.72146326,0.066522464,0.16085848,-0.39315748,wake,dataset\wake\Yusuf_Semih_Ciftci_wake.wav
-315.46146,103.115654,-4.4265494,20.971596,-12.649963,-19.42219,-30.211632,-5.1246104,-3.9629416,-11.934835,3.5046754,-9.765766,-2.9340334,144.7096,48.647633,34.14639,27.94375,20.45256,14.017188,15.255465,8.970295,9.772166,9.931337,14.515775,10.029393,11.380324,8.133074,4.409024,-1.0075573,0.82023895,-0.6184858,-0.28095394,-1.2981766,0.29039526,-0.042344064,-0.93359214,0.65954447,-0.9329915,0.18707475,wake,dataset\wake\Yusuf_Semih_Ciftci_wake.wav
-362.84808,100.79841,-3.6360135,20.079735,-3.1805491,-11.013814,-26.567385,-14.999929,-2.1552992,-10.316496,-2.7832508,4.5194044,-13.590136,167.02963,53.686073,31.415714,25.799122,19.186113,11.834105,14.420032,10.392353,10.054348,11.717233,10.416466,8.920426,12.425848,-1.1540174,0.8031135,0.291808,0.4722519,0.129566,0.38263994,0.30018026,0.046986327,0.2282697,-0.3284937,-0.12529467,-0.011568099,-0.20315236,wake,dataset\wake\Yusuf_Semih_Ciftci_wake.wav
-299.90027,63.265533,-8.526528,-2.7769115,-39.040367,-5.0262923,-6.7532735,-11.806322,9.111827,-21.04478,-0.02828908,-13.4993515,-0.107733786,124.8162,25.906734,30.591204,27.412394,27.263905,14.580234,11.406571,12.3952675,9.058672,13.107801,11.843575,10.871019,7.681903,10.594188,1.4913213,0.9579669,0.35788774,-0.6009145,-1.2064378,-0.6665534,-0.65094054,0.12787178,-0.93007666,0.17584942,-0.5135518,-0.11993686,wake,dataset\wake\Zeynep_Cakir_wake_1.wav
-313.6267,62.004265,-20.825861,-13.1733675,-42.901443,9.296357,-18.20472,2.1546087,-9.571669,-18.300156,-3.2999682,-12.297719,-1.3480966,109.84308,24.390427,32.239918,23.366842,28.768518,13.6405,13.725454,6.4756355,9.157605,9.814433,6.0070367,8.400806,7.434992,8.894999,1.1949241,0.761817,0.69100374,-0.9725157,-0.7485154,-0.7690183,-0.019191742,-0.30047476,-0.46510494,0.13885733,-0.28724355,-0.23891495,wake,dataset\wake\Zeynep_Cakir_wake_1.wav
-300.9742,66.01302,-14.465733,-6.8371315,-41.716316,-6.2422695,-9.342709,-14.234307,9.624855,-22.047497,-0.58406776,-15.204033,-2.020208,116.753555,23.515253,26.663965,26.461388,23.21218,15.114178,13.542539,10.524507,8.371532,11.375587,10.706194,9.501407,8.975507,12.499121,1.0595675,-1.0324979,-0.04157187,-1.7545155,-1.277112,-0.9485831,-0.87195015,0.6011181,-0.74531865,0.5547097,-0.6368702,0.33895168,wake,dataset\wake\Zeynep_Cakir_wake_1.wav
-401.31473,61.640404,-18.246014,7.5904984,-16.831776,-17.27224,8.523255,-10.627823,-13.942883,-3.6840117,1.5221748,-8.885303,3.4662733,149.24652,44.77794,39.86946,23.889683,19.584326,19.915216,12.99943,12.415411,13.514243,7.4419637,5.2766633,11.797791,8.027711,4.133671,0.88890254,1.0790972,0.4466574,0.22604387,-0.40165362,1.199134,-0.23072368,-0.9385464,-0.089198016,-0.46050078,-0.85424995,-0.8219489,wake,dataset\wake\zeynep_can_wake_1.wav
-435.3122,70.264175,-28.08065,6.8846025,-29.311405,-8.027063,4.211151,-20.302736,-11.032207,2.9331882,-4.8713136,-5.2603273,1.3331504,166.51744,28.537937,46.259167,16.035072,24.517967,17.364416,9.146831,16.134012,10.500866,5.1859818,9.509966,12.219824,7.730077,4.1211004,-0.15230656,1.09707,-0.030623473,-0.23027769,0.3274006,0.9376945,-1.4023387,-0.7859454,-0.2871676,-1.1285242,-1.1882672,-0.74146116,wake,dataset\wake\zeynep_can_wake_1.wav
-431.2071,82.11293,-16.906578,5.3747888,-15.527601,-23.50323,9.189426,-12.992732,-15.49449,-3.4400253,1.4126381,-7.783736,5.887425,156.87201,31.793917,41.748127,21.744692,21.311857,19.298618,12.332673,10.534146,13.212353,7.5270267,7.720554,11.471068,8.343903,4.615256,0.5113512,2.5980554,2.18153e-05,0.39855576,-0.8533609,1.1781685,-0.60519755,-1.1184968,-0.11169818,-0.4958791,-0.6983489,-0.38087192,wake,dataset\wake\zeynep_can_wake_1.wav
-277.0379,88.119125,-11.472281,20.154675,3.4455185,6.729064,7.8293424,1.3977017,-2.2193303,7.5199566,-7.57916,7.3951406,1.8431145,114.9755,19.057882,36.000645,23.113638,16.036276,17.260406,5.102932,10.656543,11.0625925,8.604776,15.623665,6.6397543,5.843342,5.8734217,1.2853065,-1.3493537,-0.40421805,-0.59226346,-0.48065656,-0.026934355,-0.29134515,-0.7089516,-0.4929247,-0.9291121,-0.5754695,-0.25989544,wake,dataset\wake\Zeynep_Sude_Ertas_wake_1.wav
-295.76102,83.88309,-14.726969,21.447144,0.37095827,9.552284,5.004679,-4.0871153,2.0646827,2.2624736,-2.3961725,11.905762,-4.754987,115.127815,15.041562,37.774693,21.42154,22.002039,12.86003,6.5975604,14.489116,9.905177,8.821493,9.854895,7.9542556,7.954443,5.053507,0.96051127,-1.6437306,-0.4020561,-0.55802286,-0.3160112,0.057676133,-0.8124346,-0.83230937,-0.77416146,-0.7109588,0.017448083,0.06737669,wake,dataset\wake\Zeynep_Sude_Ertas_wake_1.wav
-290.81583,91.511696,-10.847682,18.905207,3.3704967,2.3878155,6.452101,-1.208936,-2.6010008,6.8325615,-8.456279,8.496832,3.1514707,101.283134,17.886433,35.917088,23.555325,16.005527,17.802824,6.1492233,11.601943,9.648879,7.510268,15.657378,6.8527493,5.6082273,2.132618,0.8996078,0.5832448,-0.15589586,-0.045558773,-1.0782733,-0.13819371,-0.6788434,-0.43012914,-0.6700614,-0.34129888,-0.6126144,-0.18242188,wake,dataset\wake\Zeynep_Sude_Ertas_wake_1.wav
-706.8922,71.79392,7.9646344,23.156994,3.9640355,5.71502,0.30604506,3.8958445,-2.5971446,0.72358733,-3.1188369,0.010931313,-0.7744862,35.57729,3.018786,2.9730737,2.916771,2.8659828,3.3953013,2.726073,3.0728233,3.4680753,4.043406,5.107558,2.770519,3.3906095,2.952072,-0.105452955,0.079277,0.09566119,-0.041213073,-0.11778638,-0.07763778,0.14046013,0.16554269,0.22748172,0.4877317,0.1749832,-0.10390813,wake,dataset\wake\Zuleyha_akbas_wake_1.wav
-739.7846,70.724686,8.106258,22.966969,2.0335755,6.688376,-1.8411038,2.330728,-6.373847,2.2912705,-5.544768,2.282474,-3.899953,24.130344,3.3007293,3.1453824,3.345039,3.4169652,3.2992795,3.3669415,2.9858255,4.573172,4.4981894,4.351063,3.9938197,3.065178,1.4513841,-0.23419507,0.11465018,0.2717846,0.07936403,-0.09451834,-0.05376269,0.1202191,0.26455387,0.3536166,0.31679472,-0.009855419,0.14610521,wake,dataset\wake\Zuleyha_akbas_wake_1.wav
-733.88025,70.68689,6.316904,22.790455,2.7672522,5.494352,0.0723629,2.9333115,-3.758624,-0.51310587,-3.7099166,-0.45646733,-1.1988387,30.975952,2.1011093,3.2312682,2.4886727,2.7771275,3.174079,3.2874947,2.4786043,3.590629,3.7674816,4.5021667,3.5831614,3.8691201,1.5310367,-0.17641938,-0.07229708,0.07389283,-0.056113627,-0.22283435,-0.18727964,0.016859045,0.21125565,0.18195137,0.47177494,0.26243764,-0.037342675,wake,dataset\wake\Zuleyha_akbas_wake_1.wav
-554.4021,75.16995,7.995631,21.886393,7.952238,5.450556,-8.009634,9.52977,0.48690295,2.7460134,-7.64437,0.95124775,-3.0791528,146.96559,24.807999,11.674201,13.620443,6.4120812,7.0368805,9.624069,6.2836056,8.305202,6.5734406,10.394434,4.609854,6.132084,16.001722,2.4225712,-0.62828064,1.5437799,0.27973008,-0.10290664,-0.23721813,0.2793187,0.8439742,-0.38232285,-0.22299239,-0.1675117,-0.13796121,wake,dataset\wake\Ömer_Faruk_Ergün_wake_1.wav
-550.41504,72.85179,9.676802,23.25932,6.312648,-1.9720039,-1.5645592,8.980226,-3.595808,-3.582532,-5.944925,3.3052077,-4.5253563,147.54239,24.766054,10.921553,21.431683,7.848327,12.732393,6.9910784,9.081541,7.54628,9.238148,7.569261,9.989921,6.77819,15.015365,2.9677913,-0.68424505,2.6176636,-0.40354443,-0.88560987,-0.13181832,0.08257914,0.046326384,-0.5636419,0.008265443,0.14985827,-0.50564235,wake,dataset\wake\Ömer_Faruk_Ergün_wake_1.wav
-476.6845,59.15308,5.808716,30.537018,8.471085,-2.4176712,-5.3872223,3.0790946,2.524227,-1.8559971,-7.2774353,0.26561713,1.8884336,160.60855,31.954527,29.923069,31.107857,5.713528,15.650669,11.515103,9.896408,2.8797188,5.973114,10.811575,4.42707,4.9051785,16.946411,3.9250827,-2.450687,3.6583872,0.54682446,-1.6694075,0.10137209,-0.763199,0.07026497,-0.4463143,-0.11663339,0.3139373,0.40118557,wake,dataset\wake\Ömer_Faruk_Ergün_wake_1.wav
-229.84116,136.42105,22.954079,35.57606,19.459076,9.205244,3.085431,16.67828,-1.8092396,5.1177235,0.62504816,-8.67709,4.0996017,106.95828,39.43317,24.980183,23.158556,16.182922,18.43297,8.6423,8.36601,9.5258045,9.867907,8.516905,7.44774,10.102608,11.063599,1.9978726,-1.5293846,0.27552235,0.10823514,-0.7068436,-0.6224039,0.5057117,-0.5114574,0.6635826,-0.0038764328,0.22620545,0.42172575,wake,dataset\wake\Özlem_Güntekin_wake_1.wav
-238.86276,137.31287,18.23271,36.944996,12.202827,6.2174606,7.463378,14.83222,-6.624703,11.1861515,-12.15259,1.8948252,-8.768676,102.57883,34.14786,25.614676,19.600405,23.290646,14.657822,5.677379,9.208978,7.94041,14.447147,7.001189,9.536116,8.696128,10.127584,1.1492152,-1.5883222,-0.29388577,-0.26277345,-1.1007003,-0.061540052,0.34781772,-0.19931835,0.5738399,-0.17969799,0.6684357,-0.081398964,wake,dataset\wake\Özlem_Güntekin_wake_1.wav
-240.5871,133.52025,24.554153,33.63041,19.99913,6.017637,3.8770604,18.075708,-1.8957051,7.745476,0.065978765,-6.7216797,4.1306252,99.545845,37.98005,26.88645,22.474396,17.802967,17.78438,7.3314176,7.4725423,8.736632,9.31666,9.087555,7.5195284,10.398638,7.288744,0.11209893,1.337209,0.6562555,1.088794,-1.1648635,-0.10264694,-0.16818681,-0.29043686,0.5641532,-0.80500185,0.61313134,0.30933028,wake,dataset\wake\Özlem_Güntekin_wake_1.wav
-528.0829,68.01579,18.931854,18.957567,8.807191,11.832357,5.657392,6.652263,5.777363,8.612968,7.7305117,10.593473,5.905555,83.820724,7.430893,3.4471593,3.5801466,2.9517431,2.870686,4.002245,3.2377617,3.079388,2.7842188,2.3706136,2.9782917,2.6411285,8.052111,-0.27050713,-0.25993678,-0.2768907,-0.2924849,-0.28994876,-0.35153687,0.04288584,-0.036602665,-0.044804353,-0.04978282,0.17267793,0.11218214,wake,dataset\wake\Ümit_Aktaş_Wake_1.wav
-562.3803,69.78871,17.984983,20.345959,6.5906725,10.945272,3.486805,9.539564,6.351325,11.863003,6.9135084,8.940463,1.9576311,71.65882,7.3824,3.3318925,3.0372891,3.1250408,3.2699974,3.3456323,2.0667768,2.3362064,4.2068863,4.0800567,3.9805894,2.7626123,7.1050367,-0.34179425,-0.2635912,-0.22522298,-0.20822233,-0.31181553,-0.2925806,-0.04293386,-0.08883186,0.06184887,0.24557617,0.10818145,-0.1232599,wake,dataset\wake\Ümit_Aktaş_Wake_1.wav
-547.9949,69.69438,18.39234,18.408627,8.106384,12.312611,4.941358,6.2504416,5.1399584,7.4397783,8.148276,10.390703,5.394335,69.1458,7.0759706,3.397908,3.9839199,4.3567114,3.3780622,3.6318803,3.1424744,2.9062283,2.654756,2.0473168,2.8906295,2.5633342,6.9787126,-0.13585201,-0.22353919,-0.2282941,-0.46662068,-0.30586517,-0.20148228,0.032820545,-0.08136815,-0.12637347,0.003471829,-0.009227222,-0.08410984,wake,dataset\wake\Ümit_Aktaş_Wake_1.wav
-413.73465,80.1927,-13.484839,22.758316,10.981655,-1.8431582,-12.078241,10.078147,-4.9570036,-3.8456774,4.835539,-4.449031,-0.6574968,147.66562,27.25312,16.621601,13.719969,6.3917046,21.365467,13.091283,11.508783,8.460086,10.295119,4.3113194,12.312743,6.5895934,12.848869,1.1625967,0.35331678,1.0244982,-0.73128676,-1.4109331,-0.9572455,-0.45113724,-0.78117967,-0.90469456,-0.12813832,-0.6145091,-0.756335,wake,dataset\wake\İsmail_Yakar_wake_1.wav
-436.17148,78.480774,-14.963175,24.803572,4.2485404,-8.225999,-7.4940834,11.994402,-13.621836,4.978817,-2.1907415,-1.752122,-0.71853775,150.77078,25.510416,13.770767,9.019749,14.965656,21.008678,9.241447,10.572559,15.171349,4.7286253,7.961116,9.293113,4.313992,11.043068,0.44984806,0.021437377,-0.015409,-1.3030579,-1.3759389,-0.5212021,-0.5837525,-0.6873833,-0.55803466,0.05910849,-0.80501145,-0.30236062,wake,dataset\wake\İsmail_Yakar_wake_1.wav
-414.57867,86.651085,-10.900473,26.659876,7.0736,-5.178277,-17.050816,10.076259,-8.470121,-5.606641,3.1309004,-6.4605236,-2.0658276,136.45082,27.217707,19.108576,14.0256,9.901907,21.918013,13.780412,8.366092,9.167224,10.303538,4.839658,12.092071,7.170537,3.453994,-0.37988365,2.0144835,1.1873356,-0.91604537,-0.947029,-0.4334653,-0.2540554,-0.71522593,-0.5083777,-0.46646306,-0.63977647,-0.88305354,wake,dataset\wake\İsmail_Yakar_wake_1.wav
-285.583,89.53612,6.6447773,35.55549,-10.695846,-9.357893,-17.31747,-5.7343516,-7.253727,-6.8701973,-6.6190805,-0.7623905,-1.225962,126.49802,57.82367,29.159864,36.46837,25.576359,15.435246,15.495975,12.703056,10.123891,12.747125,8.0188055,8.383342,5.7836676,-9.085564,-5.5958385,-0.7059369,-1.8523378,-0.6607757,-0.048689008,-0.038365517,-0.32679847,-0.42635664,0.49105155,-0.20415594,0.47554937,0.03530954,nonwake,dataset\nonwake\Abdulhakim_Sanli_nowake1.wav
-285.16516,80.87743,12.599782,35.40511,-13.47866,-8.788691,-4.3362355,-15.285421,-7.447475,-13.748735,-10.554513,-1.6979301,-6.866796,124.75372,48.980316,31.068981,35.5746,25.772549,18.651768,13.046656,17.41588,10.635983,12.2695465,9.313427,7.3667707,8.561534,-2.5513391,-4.6260967,-3.1407332,-1.3819299,-1.0282218,-0.15364935,-0.052257404,-0.76922965,-0.3102275,-0.11861974,0.051092163,0.43096095,0.12635131,nonwake,dataset\nonwake\Abdulhakim_Sanli_nowake2.wav
-801.4536,42.70601,14.664026,11.318245,7.423545,6.8596554,4.0213213,3.8037593,5.56524,3.4849906,1.5087562,2.8507152,0.16823132,28.414337,13.6411085,3.6896367,2.637296,2.2417107,2.0052364,2.0116494,2.2791424,3.0967338,2.1859307,2.2057767,2.4392374,1.8717144,-2.298183,-1.3098065,-0.4134544,-0.14947765,0.19273669,0.122789636,0.12923445,0.2068623,0.025331635,-0.049753547,-0.0437477,-0.014147613,0.049664132,nonwake,dataset\nonwake\Abdulsamet_Kir_nonwake_1.wav
-515.3802,41.81719,2.2811418,34.349075,6.776269,-6.238492,-16.677288,3.0906625,5.224946,-3.3900456,12.556053,-14.624275,3.9623299,196.5336,39.62221,15.903066,31.25447,8.003935,11.308175,18.637964,9.629893,8.221757,10.46186,13.230313,14.760649,5.278514,12.366608,2.2514434,0.34482056,2.4932034,-0.13738716,0.5145584,-0.9314323,0.43285984,0.2667106,-0.62064373,0.14685415,-0.6293917,0.40255544,nonwake,dataset\nonwake\Abdulsamet_Kir_nonwake_2.wav
-513.8025,67.31545,-12.434229,21.350887,-4.7173724,-12.426597,-1.9864676,0.5506534,-10.364597,-1.9594029,-3.0586662,-1.6804988,-10.551492,166.41728,32.285786,26.002949,30.46319,13.0865555,17.545479,10.170702,6.4863124,9.276507,5.5870905,5.7909074,4.893404,7.763224,11.018669,3.2394083,-2.5552664,-2.185131,-1.1002921,-0.24136758,0.5403709,0.30054992,-0.107792154,0.2648654,0.44521764,-0.29839522,-0.5151129,nonwake,dataset\nonwake\Abdurrahman_Saracoglu_nowake_1.wav
-637.6232,36.306446,-0.3552096,27.659466,-3.018578,-9.267715,-0.68977106,-1.5368242,-11.39168,-2.4818578,-0.6474984,-2.4941294,-5.969711,185.70258,26.17493,18.013798,28.291988,10.403952,15.862413,8.3719425,8.585093,13.285475,6.908435,4.3455606,6.041326,6.6840925,9.609732,1.2089304,1.2154942,2.5250602,-0.23531124,0.2349025,0.6867584,-0.48814127,-1.0622934,-0.6192198,-0.46060264,-0.42843807,-0.42555797,nonwake,dataset\nonwake\Abdurrahman_Saracoglu_nowake_2.wav
-420.169,68.74354,0.9342322,30.804508,12.547415,-10.331029,-1.3126667,-0.90747964,4.484107,3.7224133,4.87996,12.125107,0.03705886,156.34279,39.172546,18.125528,36.97559,9.533188,18.691154,7.567249,11.915238,4.869223,15.290646,9.6265335,7.367976,6.5236645,12.681841,3.4032803,0.7345726,2.5473626,0.4675998,-0.4859113,0.42623085,-0.6542883,-0.26005468,-0.25913715,-0.22013196,0.26402172,-0.67372036,nonwake,dataset\nonwake\AhmetHakan_Yilmaz_nonwake_1.wav
-504.09326,70.13835,8.687416,7.8188477,8.838781,6.4952455,0.35198247,5.6711526,7.1046224,13.506895,11.991833,8.869211,3.7021108,165.44783,20.798777,4.562642,3.6450837,4.671801,2.338093,5.269281,2.7313066,3.2966278,4.0696325,3.901904,3.2470345,2.9810214,16.25011,2.456037,0.20563793,0.20515203,0.3541112,0.032849006,-0.36295938,0.11608817,0.14632444,0.16455969,0.21620184,0.21751788,0.0421815,nonwake,dataset\nonwake\AhmetHakan_Yilmaz_nonwake_2.wav
-566.63007,74.82132,-4.814867,26.158234,-10.743561,1.4764166,-12.292351,-1.0919998,-12.739057,-4.379569,-7.7009134,-5.9254,-8.130039,14.224587,4.7806387,2.9449687,4.535222,3.1439037,3.48907,4.130351,3.1494539,2.4003146,3.8274932,3.0173104,1.7064767,3.5319622,-0.06356174,-0.3159876,-0.07564313,0.23350418,-0.0715865,-0.28535235,-0.27851903,0.14794841,-0.059347782,-0.033560537,-0.29288018,0.012212042,0.12657955,nonwake,dataset\nonwake\Ahmet_emir_karakas_nowake_1.wav
-574.94257,74.40646,-4.93981,27.589329,-9.352068,1.2968776,-12.632058,-0.054650396,-11.86884,-4.582505,-9.5570755,-5.115387,-6.0597005,14.166395,3.5735013,4.5460687,3.4229617,3.008961,2.552413,3.1561868,2.7188578,3.5371926,3.1303332,3.1866298,2.8861508,5.136849,0.2700335,0.16415241,-0.22149917,-0.1279347,0.052312035,0.10217933,-0.10498308,0.08283073,0.06939042,0.043272305,-0.08866212,0.03723316,-0.53326243,nonwake,dataset\nonwake\Ahmet_emir_karakas_nowake_2.wav
-707.82874,20.73809,-4.1813154,18.768892,-1.7306128,-6.320594,2.5128024,-4.8694487,2.6074634,-2.9092107,-1.4720056,-3.994766,-2.2853699,212.73845,32.602165,11.177968,30.776894,5.045289,12.236208,5.244955,8.71846,5.7246904,8.383184,3.208161,6.5833225,5.9013233,19.229565,2.6584156,0.1337948,2.7727776,0.026382565,-0.15855551,0.521561,-0.69438136,0.52827996,-0.9149158,-0.19606823,-0.34029555,-0.5241004,nonwake,dataset\nonwake\Ahmet_Selim_Kucukaydin_nowake_1.wav
-530.92224,28.129059,9.31151,25.452908,3.7049148,-4.932989,0.8313677,-0.30716145,1.3551714,-6.417309,0.7920416,-4.7789516,-6.8081512,244.08234,39.61511,29.075684,30.72486,13.267482,10.036746,5.894123,11.265018,7.7238984,11.168394,7.232944,8.836727,6.5193334,16.927414,2.2379408,0.31944403,0.8020199,0.57657504,0.012432471,0.17819871,-0.31365967,0.45596355,-0.2956874,-0.34575868,0.04971029,-0.21207127,nonwake,dataset\nonwake\Ahmet_Selim_Kucukaydin_nowake_2.wav
-273.2418,72.74815,-11.6009,27.533833,-12.895588,-23.382706,-16.533247,-10.643276,6.584385,-11.476857,3.8399482,-10.075537,-2.9848707,136.6862,70.14147,18.727547,38.063553,10.97429,21.239573,17.353823,17.370163,9.092015,12.362588,9.446549,8.508709,11.39965,8.007289,3.0789738,-0.04289812,2.3981347,0.75892186,-1.5162252,-1.8243036,-0.6679605,0.35211658,-1.2978153,0.38699096,-0.13424015,0.9636056,nonwake,dataset\nonwake\Ahmet_İsmail_Özkan_nowake_1.wav
-258.37045,65.19843,15.488844,21.866913,15.094817,-14.779024,-19.148638,-1.6063794,6.620492,-6.72758,-9.098921,0.2806791,-10.948067,123.644714,65.33942,37.434814,33.22037,11.611067,24.568117,17.900574,11.635916,15.794146,15.515038,11.572356,6.429388,14.405446,13.298963,-1.8497367,4.8873124,0.37683716,0.80585945,-0.7875059,-2.269578,0.9556581,-0.026588492,0.07358093,-0.9598987,-0.15178971,0.3673575,nonwake,dataset\nonwake\Ahmet_İsmail_Özkan_nowake_2.wav
-475.03058,76.3121,14.5510845,35.63802,8.653665,13.060928,4.1745253,6.742336,3.1237445,-3.1951652,-4.047471,-4.8616276,-3.7838113,129.89832,13.712782,12.992864,18.23578,9.887565,11.072723,6.491289,10.614217,5.687121,14.007191,5.2373753,6.4273205,3.7997658,14.286123,1.494185,-0.72921515,2.2340689,-0.5901873,-1.0653522,-0.4518079,-1.0017084,-0.10111364,-1.4186401,-0.36594415,-0.6375644,-0.20423788,nonwake,dataset\nonwake\Akif_Seckin_Bayram_nowake_1.wav
-465.09555,75.028625,31.127201,35.86699,12.794504,10.012955,9.108156,2.2875957,3.9999166,-7.961644,-4.5153813,-6.3794746,-5.050207,121.16595,13.124993,20.486866,21.998009,7.031078,12.904651,6.582036,11.799296,3.7320747,13.447869,5.3046646,6.916307,4.16731,14.574806,0.6389571,-1.8243016,2.6123834,-0.5240513,-1.0290331,0.16488323,-1.1486676,0.0060351305,-1.4602516,-0.37361854,-0.39694822,0.0042671487,nonwake,dataset\nonwake\Akif_Seckin_Bayram_nowake_2.wav
-734.89905,15.604296,17.992168,4.614297,-8.802005,-7.153241,-4.335575,-6.0835037,-3.4547493,-2.8033307,-2.9754992,-1.4776636,-2.8150494,169.9632,38.745117,21.478289,10.5215,21.156593,15.966393,8.249055,8.50352,7.123902,4.6589518,4.471873,5.5081673,4.490158,16.18409,4.259254,0.049108684,1.0885183,-1.6679611,-0.91236836,-0.73056424,-0.42873913,-0.58619946,-0.52041143,-0.3414163,-0.40475598,-0.19727662,nonwake,dataset\nonwake\Aleyna_Yilmaz_nowake_1.wav
-644.93787,36.21084,20.348072,24.031452,-13.211171,-18.656853,3.4029045,0.7278837,-6.5380507,-1.8538257,-3.4379005,-11.406908,0.046591267,167.45523,37.171177,17.574175,20.282198,19.899895,24.68504,11.608957,12.213483,9.944251,2.7052279,8.350024,9.101518,8.63984,7.650068,3.6667647,2.008574,1.1998211,-0.40832067,-0.6354298,-0.30367875,-0.14453562,-0.97857547,0.0012225173,-0.7812755,-0.6377287,-0.49435014,nonwake,dataset\nonwake\Aleyna_Yilmaz_nowake_2.wav
